numBedrooms,price,latitude,longitude
1,1250,37.646921,-122.472086
2,860,37.646937,-122.483372
3,2450,37.6469424,-122.4236253
3,2500,37.647006,-122.424178
2,2100,37.647063,-122.479685
2,2600,37.6471466,-122.453409
2,2600,37.6471466,-122.453409
2,2600,37.6471466,-122.453409
2,2500,37.6471466,-122.453409
2,2600,37.6471466,-122.453409
2,2600,37.6471466,-122.453409
2,2600,37.6471466,-122.453409
2,2600,37.6471466,-122.453409
2,2600,37.6471466,-122.453409
2,2600,37.6471466,-122.453409
2,2600,37.6471466,-122.453409
2,2600,37.6471466,-122.453409
2,2600,37.6471466,-122.453409
2,2600,37.6471466,-122.453409
2,2600,37.6471466,-122.453409
2,2600,37.6471466,-122.453409
3,2550,37.6471517,-122.4658056
3,2550,37.6471517,-122.4658056
3,2550,37.6471517,-122.4658056
2,1900,37.6471604,-122.4573547
2,1900,37.6471604,-122.4573547
2,1900,37.6471604,-122.4573547
2,1900,37.6471604,-122.4573547
2,1900,37.6471604,-122.4573547
2,1900,37.6471604,-122.4573547
2,1900,37.6471604,-122.4573547
2,1900,37.6471604,-122.4573547
3,2500,37.647261,-122.455749
3,2500,37.647261,-122.455749
1,1079,37.647262,-122.47991
2,1800,37.647262,-122.47991
2,1775,37.647262,-122.47991
2,1800,37.647262,-122.47991
2,1800,37.647262,-122.47991
3,2495,37.647306,-122.487201
0,1000,37.6474435,-122.4795981
0,1000,37.6474435,-122.4795981
2,1800,37.6474435,-122.4795981
2,1800,37.6474435,-122.4795981
2,1800,37.6474435,-122.4795981
3,2450,37.6474483,-122.4561707
3,2500,37.6474483,-122.4561707
3,2700,37.6474483,-122.4561707
3,2500,37.6474483,-122.4561707
3,2450,37.6474483,-122.4561707
1,700,37.647587,-122.453733
3,2100,37.6476098,-122.4572449
3,1900,37.6476098,-122.4572449
3,1900,37.6476098,-122.4572449
3,2100,37.6476098,-122.4572449
3,2500,37.6476098,-122.4572449
3,2000,37.6476098,-122.4572449
3,2500,37.647627,-122.48993
3,2300,37.647627,-122.48993
1,1300,37.6477477,-122.4314353
1,1050,37.647846,-122.478859
1,1098,37.647846,-122.478859
1,1050,37.647846,-122.478859
2,1900,37.6479266,-122.4803098
2,1850,37.6479266,-122.4803098
2,1900,37.6479266,-122.4803098
2,1850,37.6479266,-122.4803098
2,1850,37.6479266,-122.4803098
2,1900,37.6479266,-122.4803098
2,1900,37.6479266,-122.4803098
2,1900,37.6479266,-122.4803098
2,1900,37.6479266,-122.4803098
2,1900,37.6479266,-122.4803098
2,1900,37.6479266,-122.4803098
2,1900,37.6479266,-122.4803098
2,1900,37.6479266,-122.4803098
2,1900,37.6479266,-122.4803098
2,1900,37.6479266,-122.4803098
2,1900,37.6479266,-122.4803098
2,1900,37.6479266,-122.4803098
2,1900,37.6479266,-122.4803098
2,1900,37.6479266,-122.4803098
2,1900,37.6479266,-122.4803098
2,1900,37.6479266,-122.4803098
2,1850,37.6479266,-122.4803098
2,1900,37.6479266,-122.4803098
2,1850,37.6479266,-122.4803098
2,1900,37.6479266,-122.4803098
2,1850,37.6479266,-122.4803098
2,1850,37.6479266,-122.4803098
2,1900,37.6479266,-122.4803098
3,2500,37.6479266,-122.4803098
3,2700,37.647939,-122.481301
3,2395,37.647998,-122.48146
3,2395,37.647998,-122.48146
2,2200,37.6480002,-122.48873
2,2300,37.6480002,-122.48873
2,1895,37.6480032,-122.4805385
2,1895,37.6480032,-122.4805385
3,2295,37.6480032,-122.4805385
3,2395,37.6480032,-122.4805385
3,2395,37.6480032,-122.4805385
2,1800,37.648032,-122.458716
2,1800,37.648032,-122.458716
2,1900,37.648032,-122.458716
2,1900,37.648032,-122.458716
2,1800,37.648032,-122.458716
3,3000,37.6480801,-122.4833471
3,3000,37.6480801,-122.4833471
3,3000,37.6480977,-122.4316999
1,1500,37.64811,-122.479049
0,2800,37.6481561,-122.4631788
3,2800,37.6481561,-122.4631788
3,1950,37.6481608,-122.4808359
3,1950,37.6481608,-122.4808359
4,3295,37.6482008,-122.4669055
1,900,37.6482124,-122.4332867
3,2300,37.6484288,-122.4763987
3,2300,37.6484288,-122.4763987
4,2250,37.648456,-122.475638
2,1975,37.648461,-122.488239
3,1600,37.648477,-122.486118
2,1850,37.6485,-122.4816
3,2700,37.6485458,-122.4209383
0,675,37.6485551,-122.4834911
2,1775,37.6485551,-122.4834911
3,2500,37.6485551,-122.4834911
3,2500,37.6485551,-122.4834911
3,2400,37.6485551,-122.4834911
3,2700,37.648585,-122.421147
4,3095,37.6485947,-122.4502579
4,3095,37.6485947,-122.4502579
3,2600,37.6487,-122.4769
3,2500,37.6487128,-122.4609939
3,2300,37.648728,-122.458078
3,2375,37.648795,-122.456178
3,2500,37.648802,-122.464539
0,2100,37.648819,-122.4658828
0,2100,37.648819,-122.4658828
0,2100,37.648819,-122.4658828
0,2100,37.648819,-122.4658828
0,2100,37.648819,-122.4658828
0,2100,37.648819,-122.4658828
0,2100,37.648819,-122.4658828
0,2100,37.648819,-122.4658828
0,2100,37.648819,-122.4658828
0,2100,37.648819,-122.4658828
0,2100,37.648819,-122.4658828
0,2100,37.648819,-122.4658828
0,2100,37.648819,-122.4658828
0,2100,37.648819,-122.4658828
0,1900,37.648819,-122.4658828
0,2150,37.648819,-122.4658828
2,1900,37.648819,-122.4658828
2,1900,37.648819,-122.4658828
2,1900,37.648819,-122.4658828
2,1900,37.648819,-122.4658828
2,2450,37.6488477,-122.4871733
3,2600,37.648862,-122.476395
3,2600,37.648862,-122.476395
4,3095,37.64887,-122.447126
1,1500,37.6488747,-122.4835648
1,1500,37.6488747,-122.4835648
1,1500,37.6488747,-122.4835648
1,1375,37.6488747,-122.4835648
1,1500,37.6488747,-122.4835648
1,1500,37.6488747,-122.4835648
1,1500,37.6488747,-122.4835648
3,3500,37.6489,-122.47932
3,3400,37.6489,-122.47932
3,2575,37.6489065,-122.4656073
2,2150,37.6489423,-122.4565717
2,2150,37.6489423,-122.4565717
2,2000,37.6489423,-122.4565717
2,2000,37.6489423,-122.4565717
3,2350,37.6489732,-122.4862911
1,1490,37.648986,-122.479559
2,1790,37.648986,-122.479559
2,1850,37.648986,-122.479559
3,2900,37.6490188,-122.4640612
3,880,37.649081,-122.447882
3,880,37.649081,-122.447882
2,1850,37.649085,-122.456876
3,2400,37.649085,-122.456876
3,2400,37.649085,-122.456876
5,3400,37.6490909,-122.4473853
5,3400,37.6490909,-122.4473853
3,2400,37.6491,-122.4331
2,1850,37.6491299,-122.4566506
3,2100,37.649249,-122.457476
3,2100,37.649249,-122.457476
0,2900,37.649288,-122.491125
2,1440,37.649288,-122.491125
2,1440,37.649288,-122.491125
2,1440,37.649288,-122.491125
2,1440,37.649288,-122.491125
3,2600,37.649299,-122.461727
3,2625,37.649299,-122.461727
3,2700,37.649299,-122.461727
2,2100,37.649313,-122.469363
2,2195,37.6494469,-122.468256
2,2195,37.6494469,-122.468256
3,2688,37.6494469,-122.468256
3,2688,37.6494469,-122.468256
3,2688,37.6494469,-122.468256
3,2995,37.6494716,-122.4435197
3,2995,37.6494716,-122.4435197
1,1925,37.6494767,-122.492913
1,1900,37.6494767,-122.492913
1,1900,37.6494767,-122.492913
1,1900,37.6494767,-122.492913
1,1300,37.6494767,-122.492913
1,1300,37.6494767,-122.492913
1,1390,37.6494767,-122.492913
1,1300,37.6494767,-122.492913
1,1800,37.6494767,-122.492913
1,1800,37.6494767,-122.492913
1,1550,37.6494767,-122.492913
1,1300,37.6494767,-122.492913
1,1300,37.6494767,-122.492913
1,1300,37.6494767,-122.492913
1,1300,37.6494767,-122.492913
1,1300,37.6494767,-122.492913
1,1925,37.6494767,-122.492913
1,1800,37.6494767,-122.492913
1,1900,37.6494767,-122.492913
1,1300,37.6494767,-122.492913
1,1800,37.6494767,-122.492913
1,1300,37.6494767,-122.492913
1,1300,37.6494767,-122.492913
1,1300,37.6494767,-122.492913
1,1400,37.6494767,-122.492913
1,1475,37.6494767,-122.492913
1,2419,37.6494767,-122.492913
1,1800,37.6494767,-122.492913
1,1300,37.6494767,-122.492913
1,1300,37.6494767,-122.492913
1,1300,37.6494767,-122.492913
2,1750,37.6494767,-122.492913
2,1700,37.6494767,-122.492913
2,1700,37.6494767,-122.492913
2,1875,37.6494767,-122.492913
2,1700,37.6494767,-122.492913
2,1875,37.6494767,-122.492913
2,1750,37.6494767,-122.492913
2,1875,37.6494767,-122.492913
2,1700,37.6494767,-122.492913
2,1700,37.6494767,-122.492913
2,1875,37.6494767,-122.492913
2,1700,37.6494767,-122.492913
2,1625,37.6494767,-122.492913
2,1700,37.6494767,-122.492913
2,1625,37.6494767,-122.492913
2,1750,37.6494767,-122.492913
2,1750,37.6494767,-122.492913
2,1700,37.6494767,-122.492913
2,1625,37.6494767,-122.492913
2,1750,37.6494767,-122.492913
2,2809,37.6494767,-122.492913
2,2809,37.6494767,-122.492913
2,1875,37.6494767,-122.492913
2,1700,37.6494767,-122.492913
2,1750,37.6494767,-122.492913
2,1750,37.6494767,-122.492913
2,1750,37.6494767,-122.492913
2,1905,37.6494767,-122.492913
2,1875,37.6494767,-122.492913
2,1625,37.6494767,-122.492913
2,2100,37.6494789,-122.4661559
2,2100,37.6494789,-122.4661559
3,2690,37.6495317,-122.4460338
3,2690,37.6495317,-122.4460338
2,2100,37.6495526,-122.4685732
2,2100,37.6495526,-122.4685732
0,2500,37.649707,-122.48841
2,1895,37.649776,-122.492555
3,1900,37.6498,-122.4679
3,2300,37.6498447,-122.4461023
1,1250,37.6498951,-122.4309745
3,2800,37.6499376,-122.4607428
3,2800,37.6499376,-122.4607428
3,2650,37.6499376,-122.4607428
4,2950,37.6499376,-122.4607428
3,2300,37.6499421,-122.4568058
3,2300,37.6499421,-122.4568058
3,2300,37.6499421,-122.4568058
3,2500,37.650042,-122.482169
0,2200,37.650108,-122.459032
1,1094,37.650124,-122.492495
2,1875,37.650124,-122.492495
2,2150,37.650148,-122.4815711
2,2150,37.650148,-122.4815711
2,2150,37.650148,-122.4815711
2,2150,37.650148,-122.4815711
2,2150,37.650148,-122.4815711
3,2580,37.6502042,-122.4629389
2,2150,37.6502293,-122.4815529
2,2150,37.6502293,-122.4815529
2,1800,37.6502428,-122.4306584
2,1800,37.6502428,-122.4306584
2,1465,37.6502469,-122.448968
2,1465,37.6502469,-122.448968
2,1465,37.6502469,-122.448968
2,1465,37.6502469,-122.448968
1,1120,37.650298,-122.492465
2,1850,37.6503969,-122.4675942
2,1900,37.6503969,-122.4675942
2,1700,37.650422,-122.4689767
3,2400,37.650422,-122.4689767
3,2400,37.650422,-122.4689767
3,2500,37.650422,-122.4689767
3,2400,37.650422,-122.4689767
3,2700,37.650422,-122.4689767
3,2500,37.650422,-122.4689767
3,2500,37.650422,-122.4689767
3,2150,37.650529,-122.4286238
3,2265,37.65053,-122.449141
5,4500,37.650534,-122.429371
2,2390,37.650622,-122.461292
2,2650,37.650622,-122.461292
2,2650,37.650622,-122.461292
2,2390,37.650622,-122.461292
2,2650,37.650622,-122.461292
2,2390,37.650622,-122.461292
2,2650,37.650622,-122.461292
2,2390,37.650622,-122.461292
2,2390,37.650622,-122.461292
2,2495,37.650622,-122.461292
2,2495,37.650622,-122.461292
2,2650,37.650622,-122.461292
2,2495,37.650622,-122.461292
2,2495,37.650622,-122.461292
3,2500,37.650627,-122.483859
3,2600,37.650627,-122.483859
1,1400,37.6506286,-122.4556632
2,1500,37.6506286,-122.4556632
1,800,37.6506534,-122.4297051
3,4500,37.6506534,-122.4297051
3,4500,37.6506534,-122.4297051
4,3950,37.6506534,-122.4297051
4,4500,37.6506534,-122.4297051
4,4500,37.6506534,-122.4297051
4,4800,37.6506534,-122.4297051
5,4500,37.6506534,-122.4297051
5,4500,37.6506534,-122.4297051
5,4500,37.6506534,-122.4297051
5,4500,37.6506534,-122.4297051
5,4500,37.6506534,-122.4297051
1,1295,37.6506553,-122.4297079
1,1295,37.6506553,-122.4297079
4,2000,37.650725,-122.446551
2,1900,37.650794,-122.435283
0,1495,37.6508673,-122.4814189
1,1475,37.6508673,-122.4814189
2,1650,37.6508673,-122.4814189
3,2200,37.6508673,-122.4814189
2,2200,37.6509335,-122.4812028
2,2100,37.6509335,-122.4812028
2,2200,37.6509335,-122.4812028
3,2395,37.6509415,-122.4482578
4,3200,37.6509415,-122.4482578
4,3200,37.6509415,-122.4482578
4,3200,37.6509415,-122.4482578
4,3200,37.6509415,-122.4482578
4,3200,37.6509415,-122.4482578
1,1195,37.6509437,-122.417955
1,1495,37.6510109,-122.49234
1,1400,37.6510109,-122.49234
1,1550,37.6510109,-122.49234
1,1525,37.6510945,-122.4833989
1,1600,37.6510945,-122.4833989
1,1525,37.6510945,-122.4833989
1,1600,37.6510945,-122.4833989
0,1250,37.6511842,-122.4552257
0,1325,37.6511842,-122.4552257
1,1695,37.6511842,-122.4552257
0,1350,37.651198,-122.455252
0,1450,37.651198,-122.455252
0,1195,37.651198,-122.455252
0,1450,37.651198,-122.455252
0,1425,37.651198,-122.455252
0,1395,37.651198,-122.455252
1,1895,37.651198,-122.455252
1,1825,37.651198,-122.455252
1,1750,37.651198,-122.455252
1,2095,37.651198,-122.455252
1,1895,37.651198,-122.455252
1,1695,37.651198,-122.455252
1,1775,37.651198,-122.455252
1,1950,37.651198,-122.455252
1,1625,37.651198,-122.455252
1,1675,37.651198,-122.455252
1,1675,37.651198,-122.455252
1,1775,37.651198,-122.455252
1,1595,37.651198,-122.455252
1,1725,37.651198,-122.455252
1,1675,37.651198,-122.455252
1,1675,37.651198,-122.455252
1,1525,37.651198,-122.455252
1,1695,37.651198,-122.455252
1,1695,37.651198,-122.455252
1,1725,37.651198,-122.455252
4,2500,37.65126,-122.429788
4,2600,37.651286,-122.457439
4,1500,37.651286,-122.457439
1,1250,37.651335,-122.466907
1,1100,37.651335,-122.466907
2,1500,37.6513791,-122.4701764
2,1500,37.6513791,-122.4701764
2,1400,37.6513791,-122.4701764
2,1500,37.6513791,-122.4701764
2,1500,37.6513791,-122.4701764
2,1500,37.6513791,-122.4701764
3,1800,37.6513791,-122.4701764
3,1800,37.6513791,-122.4701764
1,1195,37.651412,-122.419146
1,1195,37.651412,-122.419146
3,2750,37.6514124,-122.4355021
3,2750,37.6514124,-122.4355021
3,2750,37.6514124,-122.4355021
3,2750,37.6514124,-122.4355021
3,2750,37.6514124,-122.4355021
3,2350,37.651429,-122.4247272
3,2650,37.651468,-122.420972
3,3000,37.65148,-122.482812
3,1500,37.65148,-122.482812
3,3500,37.65148,-122.482812
3,3500,37.65148,-122.482812
0,1899,37.6514992,-122.4927683
0,2119,37.6514992,-122.4927683
0,1899,37.6514992,-122.4927683
0,1899,37.6514992,-122.4927683
0,2119,37.6514992,-122.4927683
0,2119,37.6514992,-122.4927683
0,2133,37.6514992,-122.4927683
0,1899,37.6514992,-122.4927683
0,1979,37.6514992,-122.4927683
0,2119,37.6514992,-122.4927683
0,1899,37.6514992,-122.4927683
0,1899,37.6514992,-122.4927683
0,1979,37.6514992,-122.4927683
0,1899,37.6514992,-122.4927683
0,1899,37.6514992,-122.4927683
0,2133,37.6514992,-122.4927683
0,2133,37.6514992,-122.4927683
0,1899,37.6514992,-122.4927683
1,1969,37.6514992,-122.4927683
1,2479,37.6514992,-122.4927683
1,2072,37.6514992,-122.4927683
1,1969,37.6514992,-122.4927683
1,2136,37.6514992,-122.4927683
1,2279,37.6514992,-122.4927683
1,2129,37.6514992,-122.4927683
1,2219,37.6514992,-122.4927683
1,2479,37.6514992,-122.4927683
1,2050,37.6514992,-122.4927683
1,2050,37.6514992,-122.4927683
1,2193,37.6514992,-122.4927683
1,2168,37.6514992,-122.4927683
1,2168,37.6514992,-122.4927683
1,1969,37.6514992,-122.4927683
1,2219,37.6514992,-122.4927683
1,2136,37.6514992,-122.4927683
1,2479,37.6514992,-122.4927683
1,2229,37.6514992,-122.4927683
1,2129,37.6514992,-122.4927683
1,2168,37.6514992,-122.4927683
1,1969,37.6514992,-122.4927683
1,2479,37.6514992,-122.4927683
1,1969,37.6514992,-122.4927683
1,2219,37.6514992,-122.4927683
1,2279,37.6514992,-122.4927683
1,2190,37.6514992,-122.4927683
1,2136,37.6514992,-122.4927683
1,2168,37.6514992,-122.4927683
1,2279,37.6514992,-122.4927683
1,2279,37.6514992,-122.4927683
1,1969,37.6514992,-122.4927683
1,2549,37.6514992,-122.4927683
1,2279,37.6514992,-122.4927683
1,2129,37.6514992,-122.4927683
1,2219,37.6514992,-122.4927683
1,2079,37.6514992,-122.4927683
1,2136,37.6514992,-122.4927683
1,2279,37.6514992,-122.4927683
1,2168,37.6514992,-122.4927683
1,1969,37.6514992,-122.4927683
1,2190,37.6514992,-122.4927683
1,2168,37.6514992,-122.4927683
1,2129,37.6514992,-122.4927683
1,2279,37.6514992,-122.4927683
1,1969,37.6514992,-122.4927683
1,2072,37.6514992,-122.4927683
1,2479,37.6514992,-122.4927683
1,2279,37.6514992,-122.4927683
1,2203,37.6514992,-122.4927683
2,2859,37.6514992,-122.4927683
2,2549,37.6514992,-122.4927683
2,2549,37.6514992,-122.4927683
2,2859,37.6514992,-122.4927683
2,2549,37.6514992,-122.4927683
2,2799,37.6514992,-122.4927683
2,2859,37.6514992,-122.4927683
2,2799,37.6514992,-122.4927683
2,2549,37.6514992,-122.4927683
2,2259,37.6514992,-122.4927683
2,2859,37.6514992,-122.4927683
2,2259,37.6514992,-122.4927683
2,2084,37.6514992,-122.4927683
2,2809,37.6514992,-122.4927683
2,2659,37.6514992,-122.4927683
2,2549,37.6514992,-122.4927683
2,2224,37.6514992,-122.4927683
2,2549,37.6514992,-122.4927683
2,2699,37.6514992,-122.4927683
2,2699,37.6514992,-122.4927683
2,2549,37.6514992,-122.4927683
2,2699,37.6514992,-122.4927683
2,2859,37.6514992,-122.4927683
2,2699,37.6514992,-122.4927683
2,2859,37.6514992,-122.4927683
2,2699,37.6514992,-122.4927683
2,2259,37.6514992,-122.4927683
2,2609,37.6514992,-122.4927683
2,2859,37.6514992,-122.4927683
2,2859,37.6514992,-122.4927683
2,2224,37.6514992,-122.4927683
2,2259,37.6514992,-122.4927683
2,2699,37.6514992,-122.4927683
2,2549,37.6514992,-122.4927683
2,2359,37.6514992,-122.4927683
2,2549,37.6514992,-122.4927683
2,2699,37.6514992,-122.4927683
2,2549,37.6514992,-122.4927683
2,2549,37.6514992,-122.4927683
2,2859,37.6514992,-122.4927683
2,2549,37.6514992,-122.4927683
2,2259,37.6514992,-122.4927683
2,2084,37.6514992,-122.4927683
2,3059,37.6514992,-122.4927683
2,2248,37.6514992,-122.4927683
2,2699,37.6514992,-122.4927683
2,3059,37.6514992,-122.4927683
2,2359,37.6514992,-122.4927683
2,2699,37.6514992,-122.4927683
2,2699,37.6514992,-122.4927683
2,2699,37.6514992,-122.4927683
2,2259,37.6514992,-122.4927683
2,2699,37.6514992,-122.4927683
2,2799,37.6514992,-122.4927683
2,2549,37.6514992,-122.4927683
2,2236,37.6514992,-122.4927683
2,2269,37.6514992,-122.4927683
0,1949,37.6514993,-122.4927682
0,1999,37.6514993,-122.4927682
0,1999,37.6514993,-122.4927682
0,1899,37.6514993,-122.4927682
0,1849,37.6514993,-122.4927682
0,1999,37.6514993,-122.4927682
0,1899,37.6514993,-122.4927682
0,1999,37.6514993,-122.4927682
0,1949,37.6514993,-122.4927682
0,1899,37.6514993,-122.4927682
0,1999,37.6514993,-122.4927682
0,1899,37.6514993,-122.4927682
0,1849,37.6514993,-122.4927682
0,1899,37.6514993,-122.4927682
0,1949,37.6514993,-122.4927682
0,1999,37.6514993,-122.4927682
0,1899,37.6514993,-122.4927682
0,1849,37.6514993,-122.4927682
0,1899,37.6514993,-122.4927682
0,1899,37.6514993,-122.4927682
0,1949,37.6514993,-122.4927682
0,1899,37.6514993,-122.4927682
0,1899,37.6514993,-122.4927682
0,1899,37.6514993,-122.4927682
1,2069,37.6514993,-122.4927682
1,1949,37.6514993,-122.4927682
1,1087,37.6514993,-122.4927682
1,1949,37.6514993,-122.4927682
1,2069,37.6514993,-122.4927682
1,2079,37.6514993,-122.4927682
1,2069,37.6514993,-122.4927682
1,2079,37.6514993,-122.4927682
1,1969,37.6514993,-122.4927682
1,2099,37.6514993,-122.4927682
1,1916,37.6514993,-122.4927682
1,1949,37.6514993,-122.4927682
1,1969,37.6514993,-122.4927682
1,2069,37.6514993,-122.4927682
1,1949,37.6514993,-122.4927682
1,1958,37.6514993,-122.4927682
1,1916,37.6514993,-122.4927682
1,2069,37.6514993,-122.4927682
1,1926,37.6514993,-122.4927682
1,1949,37.6514993,-122.4927682
1,1949,37.6514993,-122.4927682
1,2069,37.6514993,-122.4927682
1,1968,37.6514993,-122.4927682
1,2069,37.6514993,-122.4927682
1,2069,37.6514993,-122.4927682
1,1949,37.6514993,-122.4927682
1,2089,37.6514993,-122.4927682
1,2069,37.6514993,-122.4927682
1,1949,37.6514993,-122.4927682
1,1949,37.6514993,-122.4927682
1,2069,37.6514993,-122.4927682
1,1949,37.6514993,-122.4927682
1,2069,37.6514993,-122.4927682
1,1949,37.6514993,-122.4927682
1,2069,37.6514993,-122.4927682
1,1916,37.6514993,-122.4927682
1,1969,37.6514993,-122.4927682
1,1937,37.6514993,-122.4927682
1,1949,37.6514993,-122.4927682
1,2069,37.6514993,-122.4927682
1,2069,37.6514993,-122.4927682
1,1916,37.6514993,-122.4927682
1,1916,37.6514993,-122.4927682
1,1969,37.6514993,-122.4927682
1,2069,37.6514993,-122.4927682
1,1947,37.6514993,-122.4927682
1,2069,37.6514993,-122.4927682
2,2155,37.6514993,-122.4927682
2,2239,37.6514993,-122.4927682
2,2259,37.6514993,-122.4927682
2,2226,37.6514993,-122.4927682
2,2259,37.6514993,-122.4927682
2,2155,37.6514993,-122.4927682
2,2239,37.6514993,-122.4927682
2,2098,37.6514993,-122.4927682
2,2239,37.6514993,-122.4927682
2,2155,37.6514993,-122.4927682
2,2155,37.6514993,-122.4927682
2,2239,37.6514993,-122.4927682
2,2259,37.6514993,-122.4927682
2,2098,37.6514993,-122.4927682
2,2191,37.6514993,-122.4927682
2,2098,37.6514993,-122.4927682
2,2098,37.6514993,-122.4927682
2,2155,37.6514993,-122.4927682
2,2155,37.6514993,-122.4927682
2,2155,37.6514993,-122.4927682
2,2279,37.6514993,-122.4927682
2,2098,37.6514993,-122.4927682
2,2179,37.6514993,-122.4927682
2,2098,37.6514993,-122.4927682
2,2279,37.6514993,-122.4927682
2,2239,37.6514993,-122.4927682
2,2259,37.6514993,-122.4927682
2,2226,37.6514993,-122.4927682
2,2239,37.6514993,-122.4927682
2,2238,37.6514993,-122.4927682
2,2279,37.6514993,-122.4927682
2,2239,37.6514993,-122.4927682
2,2167,37.6514993,-122.4927682
0,2249,37.651587,-122.493067
0,2339,37.651587,-122.493067
0,2339,37.651587,-122.493067
0,2249,37.651587,-122.493067
1,2689,37.651587,-122.493067
1,2489,37.651587,-122.493067
1,2429,37.651587,-122.493067
1,2419,37.651587,-122.493067
1,2489,37.651587,-122.493067
1,2489,37.651587,-122.493067
1,2419,37.651587,-122.493067
1,2489,37.651587,-122.493067
1,2479,37.651587,-122.493067
1,2419,37.651587,-122.493067
1,2689,37.651587,-122.493067
1,1200,37.651587,-122.493067
1,2489,37.651587,-122.493067
1,2479,37.651587,-122.493067
